start_time,end_time,text,emotion,sub-emotion,intensity
"00:12:48,000","00:12:50,000",Then the fusial came to me,neutral,neutral,neutral
"00:12:50,000","00:12:52,000",which is an alliance with me.,happiness,approval,mild
"00:12:52,000","00:12:54,000",Today I got the card a moment ago.,neutral,neutral,neutral
"00:12:54,000","00:12:56,000",And this is a re -voice?,surprise,confusion,mild
"00:12:56,000","00:12:58,000","Okay, okay, okay.",neutral,neutral,neutral
"00:12:58,000","00:13:00,000",Do you have her with you now?,happiness,curiosity,mild
"00:13:00,000","00:13:02,000",I can show you a room.,neutral,neutral,neutral
"00:13:02,000","00:13:04,000","Seriously, it seems to me that it makes no sense to use it today.",neutral,neutral,neutral
"00:13:04,000","00:13:06,000","Well, unless in the city's deliberations.",neutral,neutral,neutral
"00:13:06,000","00:13:08,000",The city will not indicate Postie.,neutral,neutral,neutral
"00:13:08,000","00:13:10,000",I think a postik should fly today.,neutral,neutral,neutral
"00:13:10,000","00:13:12,000",I think we got it on the tray just yesterday,surprise,realization,mild
"00:13:12,000","00:13:14,000",Who is from the mafia and who is not.,happiness,curiosity,moderate
"00:13:14,000","00:13:16,000",We already know one hundred percent that postik is in the mafia.,surprise,realization,intense
"00:13:16,000","00:13:18,000",As if it is certain.,neutral,neutral,neutral
"00:13:18,000","00:13:20,000","We can throw him away today, but we can also throw him away tomorrow.",neutral,neutral,neutral
"00:13:20,000","00:13:22,000",And today using the check card,neutral,neutral,neutral
"00:13:22,000","00:13:24,000","For example, check someone else.",neutral,neutral,neutral
"00:13:24,000","00:13:26,000",What if postik is not in the mafia?,happiness,curiosity,mild
"00:13:26,000","00:13:28,000","No, in my opinion, since the frog checked these three people.",neutral,neutral,neutral
"00:13:28,000","00:13:30,000","You, Karol and ...",neutral,neutral,neutral
"00:13:30,000","00:13:32,000","Actually, it is absolutely unknown if he is legitty.",surprise,confusion,moderate
"00:13:32,000","00:13:34,000",What if you talk to me now because you want ...,happiness,curiosity,mild
"00:13:34,000","00:13:36,000","Well, this is also true.",neutral,neutral,neutral
"00:13:36,000","00:13:38,000","Because the post is clean, but you talk to me.",surprise,confusion,mild
"00:13:38,000","00:13:40,000",This is also true.,neutral,neutral,neutral
"00:13:40,000","00:13:42,000","But on the other hand, Kasia, who comes to me immediately to make an alliance with me,",happiness,curiosity,moderate
"00:13:42,000","00:13:44,000","not knowing that I got a detective card in the morning,",surprise,surprise,mild
"00:13:44,000","00:13:46,000",She mixed up my head a little.,surprise,confusion,moderate
"00:13:46,000","00:13:48,000",I wanted to do something like this with Faustina,happiness,desire,mild
"00:13:48,000","00:13:50,000",Because I think she is Safe.,neutral,neutral,neutral
"00:13:50,000","00:13:52,000","That, if she hits the mafia, it is this moron and that's it.",disgust,disapproval,moderate
"00:13:52,000","00:13:54,000",And I told her about it.,neutral,neutral,neutral
"00:13:54,000","00:13:56,000",And she because I told her that,neutral,neutral,neutral
"00:13:56,000","00:13:58,000",She thinks even more now that I am from the mafia.,anger,annoyance,moderate
"00:13:58,000","00:14:00,000",I don't know.,surprise,confusion,mild
"00:14:00,000","00:14:02,000","Okay, I think I will stay in you now.",neutral,neutral,neutral
"00:14:02,000","00:14:04,000",Girl!,surprise,surprise,mild
"00:14:04,000","00:14:06,000","Okay, well.",neutral,neutral,neutral
"00:14:06,000","00:14:08,000",I made a terrible mistake and I'm starting to regret it at the moment.,sadness,remorse,moderate
"00:14:08,000","00:14:10,000",I regret that I checked the frog,sadness,remorse,mild
"00:14:10,000","00:14:12,000",which I know now that he is not in the mafia.,surprise,realization,moderate
"00:14:12,000","00:14:14,000","But I regret that I did not check one of these three people,",sadness,remorse,moderate
"00:14:14,000","00:14:16,000","Since suspicions are already on Fausti,",neutral,neutral,neutral
"00:14:16,000","00:14:18,000",that it is 100% in the mafia.,,,
"00:14:18,000","00:14:20,000",It's hard to do so stupid.,anger,annoyance,moderate
"00:14:20,000","00:14:22,000",I could check either Kasia or Fausti,neutral,neutral,neutral
"00:14:22,000","00:14:24,000",And we would have a fullness for today.,sadness,disappointment,mild
"00:14:24,000","00:14:26,000",NO! NO!,anger,annoyance,intense
"00:14:26,000","00:14:28,000",Mine! NO!,anger,annoyance,intense
"00:14:28,000","00:14:30,000","Later I went out to talk to Fausti,",neutral,neutral,neutral
"00:14:30,000","00:14:32,000",Because I wanted to know his version so that he would not throw me away today.,happiness,curiosity,moderate
"00:14:32,000","00:14:34,000",And she already said at all,neutral,neutral,neutral
"00:14:34,000","00:14:36,000","that oh, it's all clear,",surprise,realization,mild
"00:14:36,000","00:14:38,000",You are from the mafia.,,,
"00:14:38,000","00:14:40,000","Poptwist is already such that it is not Faust from the mafia,",surprise,surprise,moderate
"00:14:40,000","00:14:42,000",Only Kasia.,surprise,realization,mild
"00:14:42,000","00:14:44,000",Be careful what you are saying because you will go out for a fool,fear,fear,moderate
"00:14:44,000","00:14:46,000",in this series.,neutral,neutral,neutral
"00:14:46,000","00:14:48,000","Really, trust.",neutral,neutral,neutral
"00:14:48,000","00:14:50,000",We have a note given that it will do it.,neutral,neutral,neutral
"00:14:50,000","00:14:52,000",I think Faustina has used,neutral,neutral,neutral
"00:14:52,000","00:14:54,000",checking cards and is sure,neutral,neutral,neutral
"00:14:54,000","00:14:56,000",that I am from the mafia.,fear,fear,moderate
"00:14:56,000","00:14:58,000","Fortunately, nobody believes her especially",happiness,relief,mild
"00:14:58,000","00:15:00,000",But he behaves in a very suspicious way to me all day,anger,annoyance,moderate
"00:15:00,000","00:15:02,000",And he behaves as if I was a certainty from the mafia.,anger,annoyance,moderate
"00:15:02,000","00:15:04,000",I don't understand this tactic a bit.,surprise,confusion,mild
"00:15:04,000","00:15:06,000",If I want to verbalize so much,neutral,neutral,neutral
"00:15:06,000","00:15:08,000",your suspicions about me,neutral,neutral,neutral
"00:15:08,000","00:15:10,000",It's good luck.,neutral,neutral,neutral
"00:15:10,000","00:15:12,000",Faustina greeted me this morning with the text,neutral,neutral,neutral
"00:15:12,000","00:15:14,000",Go to record hundreds because it's your last,neutral,neutral,neutral
"00:15:14,000","00:15:16,000",Today. I have a plan today,neutral,neutral,neutral
"00:15:16,000","00:15:18,000",That he would think,neutral,neutral,neutral
"00:15:18,000","00:15:20,000","that I don't quite suspect him,",happiness,curiosity,mild
"00:15:20,000","00:15:22,000","Although I am almost sure that he is from the mafia,",,,
"00:15:22,000","00:15:24,000","It must fly today. Well, are you then,",neutral,neutral,neutral
"00:15:24,000","00:15:26,000",Because you never said that I could be from the mafia.,surprise,confusion,mild
"00:15:26,000","00:15:28,000",But I take into account that the frog is,happiness,curiosity,mild
"00:15:28,000","00:15:30,000",As if from the mafia. Only he is lying?,,,
"00:15:30,000","00:15:32,000",Yes. I even take into account that I can be from the mafia?,surprise,confusion,moderate
"00:15:32,000","00:15:34,000","I don't know, somehow we read each other.",neutral,neutral,neutral
"00:15:34,000","00:15:36,000","Posti, I would like you to be",happiness,desire,mild
"00:15:36,000","00:15:38,000","My ally, but all",happiness,desire,mild
"00:15:38,000","00:15:40,000",Signs in the sky say you are from the mafia.,happiness,curiosity,mild
"00:15:40,000","00:15:42,000","But I wanted to have a second ally, which",happiness,desire,mild
"00:15:42,000","00:15:44,000","There is Faustina, but she is totally me",sadness,disappointment,moderate
"00:15:44,000","00:15:46,000",She doesn't believe and she often got rid of it like me,sadness,disappointment,moderate
"00:15:46,000","00:15:48,000",I went outside with you. Kasia,neutral,neutral,neutral
"00:15:48,000","00:15:50,000",I know I'm very much,neutral,neutral,neutral
"00:15:50,000","00:15:52,000","suspects, although I know she would like",neutral,neutral,neutral
"00:15:52,000","00:15:54,000","not to suspect me, but I smell her",neutral,neutral,neutral
"00:15:54,000","00:15:56,000",Improvers because of everything that is yesterday,surprise,confusion,mild
"00:15:56,000","00:15:58,000",It happened on these covered letters and so on.,surprise,confusion,mild
"00:15:58,000","00:16:00,000",I play the game,neutral,neutral,neutral
"00:16:00,000","00:16:02,000","Alliance, then",neutral,neutral,neutral
"00:16:02,000","00:16:04,000",possibly a knife in the back,fear,fear,moderate
"00:16:04,000","00:16:06,000",appeared. The situation was that I still,neutral,neutral,neutral
"00:16:06,000","00:16:08,000",Today I had talks with Julita and Postim.,neutral,neutral,neutral
"00:16:08,000","00:16:10,000","They took me to these conversations at all,",neutral,neutral,neutral
"00:16:10,000","00:16:12,000",And Posti is a suspect for me from the very beginning.,,,
"00:16:12,000","00:16:14,000","Production, the frog was a cool contemporary",neutral,neutral,neutral
"00:16:14,000","00:16:16,000","to be one person from the mafia, of these",neutral,neutral,neutral
"00:16:16,000","00:16:18,000","New, because of the new ones is the most gadotive.",neutral,neutral,neutral
"00:16:18,000","00:16:20,000","Well, what, aga, what",neutral,neutral,neutral
"00:16:20,000","00:16:22,000","Gimper, no gimper he wore too much,",neutral,neutral,neutral
"00:16:22,000","00:16:24,000","Blołek, Naruciak, they are not too much",neutral,neutral,neutral
"00:16:24,000","00:16:26,000","They talk, as if nothing happens here",neutral,neutral,neutral
"00:16:26,000","00:16:28,000","in principle. There were these three, there was friz,",neutral,neutral,neutral
"00:16:28,000","00:16:30,000","which we know that he is a citizen, you and Kasia,",neutral,neutral,neutral
"00:16:30,000","00:16:32,000",So you think they should suspicions,happiness,curiosity,mild
"00:16:32,000","00:16:34,000",fall to Kasia that she may be this one,neutral,neutral,neutral
"00:16:34,000","00:16:36,000","mafia, or that the frog, that the frog",neutral,neutral,neutral
"00:16:36,000","00:16:38,000",he lied. There are such scenarios.,neutral,neutral,neutral
"00:16:38,000","00:16:40,000",And in my opinion the frog is not with,neutral,neutral,neutral
"00:16:40,000","00:16:42,000",mafia. Maybe you are two.,neutral,neutral,neutral
"00:16:42,000","00:16:44,000","Or you. No, I'm not",neutral,neutral,neutral
"00:16:44,000","00:16:46,000","Totally, as if there is no one on me",neutral,neutral,neutral
"00:16:46,000","00:16:48,000",suspicions. When I knew,happiness,relief,mild
"00:16:48,000","00:16:50,000",that the frog is clean and by posti,happiness,relief,mild
"00:16:50,000","00:16:52,000",I was pressed that,neutral,neutral,neutral
"00:16:52,000","00:16:54,000","Bank frog is from the mafia, that's it",disgust,disapproval,moderate
"00:16:54,000","00:16:56,000","It stinks, which made me think that Julita,",disgust,disgust,mild
"00:16:56,000","00:16:58,000",who sits next to and nods,neutral,neutral,neutral
"00:16:58,000","00:17:00,000","And he also adds his two pennies,",neutral,neutral,neutral
"00:17:00,000","00:17:02,000","He is also from the mafia, especially that",disgust,disapproval,moderate
"00:17:02,000","00:17:04,000",I saw her expression that her corners,happiness,curiosity,mild
"00:17:04,000","00:17:06,000",They smile at the least appropriate moments.,anger,annoyance,mild
"00:17:06,000","00:17:08,000","Listen, this is the first edition of the mafia,",happiness,curiosity,mild
"00:17:08,000","00:17:10,000",where the mafia does not know from the morning.,surprise,confusion,mild
"00:17:10,000","00:17:12,000",As if a frog didn't know who would,surprise,confusion,mild
"00:17:12,000","00:17:14,000","dig if he were in the mafia. And listen,",happiness,curiosity,mild
"00:17:14,000","00:17:16,000","Look now, listen. Frog does",happiness,curiosity,mild
"00:17:16,000","00:17:18,000",something like that. He hears from,happiness,curiosity,mild
"00:17:18,000","00:17:20,000",The three staff he gave,neutral,neutral,neutral
"00:17:20,000","00:17:22,000","uncle that, for example,",neutral,neutral,neutral
"00:17:22,000","00:17:24,000",Two of them are from the mafia. So he knows,surprise,realization,moderate
"00:17:24,000","00:17:26,000","He already knows the whole composition, because he doesn't know",surprise,realization,moderate
"00:17:26,000","00:17:28,000","which of these three, these two, but as if",surprise,confusion,mild
"00:17:28,000","00:17:30,000",knows that these four are like,surprise,realization,moderate
"00:17:30,000","00:17:32,000",its whole composition. So he gives three,neutral,neutral,neutral
"00:17:32,000","00:17:34,000",Random other people. Simply. Which,neutral,neutral,neutral
"00:17:34,000","00:17:36,000",There is a discussion. And that's it.,neutral,neutral,neutral
"00:17:36,000","00:17:38,000","No, in my opinion he would not have a pierce",disgust,disapproval,mild
"00:17:38,000","00:17:40,000",That way. That's why I am more inclined to do so,neutral,neutral,neutral
"00:17:40,000","00:17:42,000","that just like he said ... Uncle has Bałuk, for example",neutral,neutral,neutral
"00:17:42,000","00:17:44,000",That I know what's going on,surprise,realization,mild
