start_time,end_time,text,emotion,sub_emotion,intensity,emotion_encoded,sub_emotion_encoded,intensity_encoded
"00:11:04,000","00:11:05,000",And that is the most beautiful of successes.,happiness,pride,strong,3,24,2
"00:11:05,000","00:11:06,000",So be careful.,fear,fear,moderate,2,15,1
"00:11:07,000","00:11:08,000",The limits of one are not the limits of the other.,surprise,realization,moderate,6,25,1
"00:11:09,000","00:11:10,000",Just because she's going to accept something you have to accept.,fear,fear,moderate,2,15,1
"00:11:10,000","00:11:12,000",It is not because you are going to accept something that she will accept it.,fear,fear,moderate,2,15,1
"00:11:12,000","00:11:13,000",Of course.,neutral,neutral,mild,4,22,0
"00:11:13,000","00:11:14,000",Does it seem clear to you both?,happiness,curiosity,mild,3,8,0
"00:11:14,000","00:11:15,000",Totally.,neutral,neutral,mild,4,22,0
"00:11:15,000","00:11:16,000",It's clear and it's good for me.,happiness,relief,moderate,3,26,1
"00:11:20,000","00:11:21,000","In fact, the conclusion of this exercise,",neutral,neutral,mild,4,22,0
"00:11:21,000","00:11:23,000",is that I realize a lot of things,surprise,realization,moderate,6,25,1
"00:11:23,000","00:11:24,000",that I may not have settled.,neutral,neutral,mild,4,22,0
"00:11:24,000","00:11:27,000","Some problems of self -confidence, of self -confidence.",fear,nervousness,mild,2,21,0
"00:11:30,000","00:11:32,000","And so that it advances with Julie,",happiness,optimism,mild,3,23,0
"00:11:33,000","00:11:34,000",We will have to make concessions both,surprise,realization,moderate,6,25,1
"00:11:34,000","00:11:35,000",And that we talk to each other a little.,happiness,desire,mild,3,9,0
"00:11:35,000","00:11:38,000","Because deep down, I love it like crazy.",happiness,love,strong,3,19,2
"00:11:38,000","00:11:41,000","And if I didn't like it, I wouldn't react like that.",surprise,realization,moderate,6,25,1
"00:11:41,000","00:11:43,000","I am licked, both.",surprise,confusion,mild,6,7,0
"00:11:44,000","00:11:46,000",I am the guy from thank you.,happiness,gratitude,mild,3,16,0
"00:11:46,000","00:11:47,000",You put me bad.,sadness,disappointment,moderate,5,10,1
"00:11:47,000","00:11:50,000","It's because I noticed that I really loved you, you see.",surprise,realization,strong,6,25,2
"00:11:50,000","00:11:51,000","Go back, lovers.",happiness,approval,mild,3,4,0
"00:11:53,000","00:12:00,000",A moment,neutral,neutral,mild,4,22,0
"00:12:00,000","00:12:05,000",Poisson,neutral,neutral,mild,4,22,0
"00:12:15,000","00:12:16,000",Oui ?,neutral,neutral,mild,4,22,0
"00:12:16,000","00:12:17,000",Are you there?,happiness,curiosity,mild,3,8,0
"00:12:17,000","00:12:18,000",Oui.,neutral,neutral,mild,4,22,0
"00:12:20,000","00:12:21,000",Are you resting?,happiness,curiosity,mild,3,8,0
"00:12:21,000","00:12:22,000",Did you talk about my coaching?,happiness,curiosity,mild,3,8,0
"00:12:22,000","00:12:23,000",Oui.,neutral,neutral,mild,4,22,0
"00:12:24,000","00:12:25,000",With Lucie.,neutral,neutral,mild,4,22,0
"00:12:25,000","00:12:27,000","I had to read it in front of everyone,",fear,nervousness,moderate,2,21,1
"00:12:28,000","00:12:29,000",either to someone.,neutral,neutral,mild,4,22,0
"00:12:29,000","00:12:31,000",I think it's better that I read you to you,surprise,realization,mild,6,25,0
"00:12:31,000","00:12:33,000",So that you get to know me,happiness,desire,mild,3,9,0
"00:12:33,000","00:12:36,000",and that sometimes you also understand my reactions,happiness,desire,mild,3,9,0
"00:12:36,000","00:12:38,000","A little virulent, explosive.",fear,embarrassment,moderate,2,13,1
"00:12:38,000","00:12:40,000",It's been a while since I have to read my book,fear,nervousness,mild,2,21,0
"00:12:41,000","00:12:44,000",that I had started writing following my coaching with Lucie.,neutral,neutral,mild,4,22,0
"00:12:44,000","00:12:45,000",I found not the right time,sadness,disappointment,mild,5,10,0
"00:12:46,000","00:12:49,000",Because I was embarrassed to read it to all broken hearts.,fear,embarrassment,moderate,2,13,1
"00:12:49,000","00:12:52,000","The only person I want to confide in this life,",happiness,desire,moderate,3,9,1
"00:12:52,000","00:12:53,000",It's Nicolo.,neutral,neutral,mild,4,22,0
"00:12:53,000","00:12:54,000",It is a beautiful gesture.,happiness,admiration,mild,3,0,0
"00:12:54,000","00:12:57,000","Yes, because I think I saw it reading it to anyone.",surprise,realization,mild,6,25,0
"00:12:58,000","00:13:00,000","I have to talk about myself, but in the 3rd person.",fear,nervousness,mild,2,21,0
"00:13:00,000","00:13:02,000","You see, in mode, there was once.",neutral,neutral,mild,4,22,0
"00:13:02,000","00:13:06,000",Virginie really saw her weapons giving up,sadness,sadness,moderate,5,28,1
"00:13:07,000","00:13:08,000",And to show his heart.,neutral,neutral,mild,4,22,0
"00:13:08,000","00:13:11,000",This is something that I really appreciate,happiness,gratitude,mild,3,16,0
"00:13:11,000","00:13:14,000","Because I often show, almost all the time,",neutral,neutral,mild,4,22,0
"00:13:14,000","00:13:15,000",my heart to her.,happiness,love,mild,3,19,0
"00:13:15,000","00:13:19,000","This time, it is she who makes a very important gesture for me.",happiness,gratitude,moderate,3,16,1
"00:13:19,000","00:13:20,000",I did not expect it at all.,surprise,surprise,moderate,6,29,1
"00:13:20,000","00:13:23,000","Once upon a time, Virginie, an 18 -year -old girl,",neutral,neutral,mild,4,22,0
"00:13:23,000","00:13:25,000",who meets love for the first time.,happiness,joy,mild,3,18,0
"00:13:25,000","00:13:28,000","It is a passionate love that saw gradually in the nightmare,",fear,fear,strong,2,15,2
"00:13:29,000","00:13:31,000",since a form of violence settles.,fear,fear,strong,2,15,2
"00:13:32,000","00:13:35,000",It was very difficult for me to get out of this unreasonable love.,sadness,grief,strong,5,17,2
"00:13:36,000","00:13:39,000",It really left me consequences.,sadness,sadness,moderate,5,28,1
"00:13:39,000","00:13:41,000","One day, I met another man",neutral,neutral,mild,4,22,0
"00:13:41,000","00:13:44,000",With whom I still experienced a passionate story,neutral,neutral,mild,4,22,0
"00:13:44,000","00:13:46,000",in which Virginie had really believed.,sadness,disappointment,moderate,5,10,1
"00:13:49,000","00:13:50,000","And kindly,",neutral,neutral,mild,4,22,0
"00:13:54,000","00:13:57,000",Virginie had a lot of trouble taking this betrayal.,sadness,grief,strong,5,17,2
"00:13:57,000","00:14:00,000","Over time, Virginie always advanced alone,",sadness,sadness,moderate,5,28,1
"00:14:00,000","00:14:02,000",no longer believing in ideal love at all,sadness,disappointment,moderate,5,10,1
"00:14:02,000","00:14:05,000",And by experiencing great distrust of everyone.,disgust,disapproval,strong,1,11,2
"00:14:05,000","00:14:08,000",She nevertheless masked this disappointment by a lot of self -mockery,sadness,disappointment,mild,5,10,0
"00:14:08,000","00:14:11,000",And no longer wanted to find this feeling in love.,sadness,disappointment,moderate,5,10,1
"00:14:11,000","00:14:15,000","Now I really understand why she is on the defensive,",surprise,realization,moderate,6,25,1
"00:14:15,000","00:14:19,000","Why she always has doubts, why she is always afraid.",fear,fear,moderate,2,15,1
"00:14:19,000","00:14:23,000","There, everything is clearer, finally, and it touches me.",surprise,realization,moderate,6,25,1
"00:14:23,000","00:14:25,000","That's it, but it's too embarrassing, yeah.",fear,embarrassment,moderate,2,13,1
"00:14:26,000","00:14:27,000",It's too embarrassing.,fear,embarrassment,moderate,2,13,1
"00:14:28,000","00:14:29,000",Laughter,happiness,amusement,mild,3,1,0
"00:14:31,000","00:14:32,000","Here, that's it.",neutral,neutral,mild,4,22,0
"00:14:34,000","00:14:37,000","Because I'm really modest on my past,",fear,embarrassment,mild,2,13,0
"00:14:37,000","00:14:39,000","On what I feel, on what I could experience.",happiness,curiosity,mild,3,8,0
"00:14:39,000","00:14:42,000","But at least it is said, I am released and I feel good.",happiness,relief,strong,3,26,2
"00:14:42,000","00:14:44,000","It speaks to you, my story, she talks to you.",happiness,curiosity,mild,3,8,0
"00:14:49,000","00:14:51,000","No, I hate.",disgust,disapproval,strong,1,11,2
"00:14:51,000","00:14:55,000","I think our situation was not at this level,",neutral,neutral,mild,4,22,0
"00:14:55,000","00:14:57,000",In the sense that I saw Gaia once.,neutral,neutral,mild,4,22,0
"00:14:59,000","00:15:04,000","It is true that because of my doubts, I doubted and I did not know what to do.",surprise,confusion,moderate,6,7,1
"00:15:04,000","00:15:07,000",I met a girl in the date,happiness,curiosity,mild,3,8,0
"00:15:07,000","00:15:11,000","Who, anyway, had something that looked like me.",happiness,curiosity,mild,3,8,0
"00:15:11,000","00:15:15,000","And so, I lost my certainties a bit,",surprise,confusion,moderate,6,7,1
"00:15:15,000","00:15:18,000",But now I'm sure of my choice.,surprise,realization,moderate,6,25,1
"00:15:20,000","00:15:22,000","It's cute. I am super happy,",happiness,joy,strong,3,18,2
"00:15:22,000","00:15:25,000",But I don't prefer to go too fast either because ...,fear,fear,moderate,2,15,1
"00:15:25,000","00:15:26,000",I understand.,neutral,neutral,mild,4,22,0
"00:15:26,000","00:15:27,000",I understand.,neutral,neutral,mild,4,22,0
"00:15:28,000","00:15:31,000","The important thing is that we walk in the same way,",happiness,optimism,moderate,3,23,1
"00:15:31,000","00:15:33,000","Then we don't know where we're going to arrive,",neutral,neutral,mild,4,22,0
"00:15:33,000","00:15:34,000","But in any case,",neutral,neutral,mild,4,22,0
"00:15:36,000","00:15:39,000",It's good if we start again.,happiness,optimism,mild,3,23,0
"00:15:40,000","00:15:43,000","I think I and Virginia, we can go very far together.",happiness,optimism,strong,3,23,2
"00:15:43,000","00:15:44,000",I'm proud of myself.,happiness,pride,strong,3,24,2
"00:15:45,000","00:15:47,000","I made the right decision, in the end,",happiness,relief,moderate,3,26,1
"00:15:47,000","00:15:52,000",And that's something I didn't expect at all.,surprise,surprise,moderate,6,29,1
"00:15:52,000","00:15:54,000",It's a good choice.,happiness,approval,moderate,3,4,1
"00:15:57,000","00:15:58,000",Very cute.,happiness,amusement,mild,3,1,0
"00:15:59,000","00:16:00,000",Merci.,happiness,gratitude,mild,3,16,0
"00:16:00,000","00:16:03,000","I'm glad you gave yourself up to me, anyway.",happiness,gratitude,moderate,3,16,1
"00:16:04,000","00:16:08,000",And I hope you will write well pages for your future.,happiness,optimism,mild,3,23,0
"00:16:08,000","00:16:11,000",And I hope to be in these pages.,happiness,desire,moderate,3,9,1
"00:16:11,000","00:16:12,000",It's cute.,happiness,amusement,mild,3,1,0
"00:16:12,000","00:16:14,000","I hope also, we'll see.",happiness,optimism,mild,3,23,0
"00:16:14,000","00:16:17,000","Thank you, in any case, for listening to me.",happiness,gratitude,moderate,3,16,1
"00:16:17,000","00:16:18,000",It resources us.,happiness,relief,mild,3,26,0
"00:16:18,000","00:16:20,000",We may have needed it a bit,surprise,realization,mild,6,25,0
"00:16:20,000","00:16:22,000","Because we were too much on the defensive,",surprise,realization,moderate,6,25,1
"00:16:22,000","00:16:25,000","And there, it allows a little to pick up the pieces.",happiness,relief,moderate,3,26,1
"00:16:25,000","00:16:26,000",Are you going below?,happiness,curiosity,mild,3,8,0
"00:16:26,000","00:16:28,000","No, I'm going to see the girls.",neutral,neutral,mild,4,22,0
"00:16:28,000","00:16:31,000",Now I feel accomplished in my coaching.,happiness,pride,moderate,3,24,1
"00:16:31,000","00:16:33,000","I have the impression that I finished it, I closed it.",surprise,realization,mild,6,25,0
"00:16:33,000","00:16:35,000",I am happy and I am proud of myself.,happiness,pride,strong,3,24,2
"00:16:38,000","00:16:40,000",Background music,neutral,neutral,mild,4,22,0
"00:16:46,000","00:16:47,000",Children!,neutral,neutral,mild,4,22,0
"00:16:47,000","00:16:48,000",Ah !,surprise,surprise,mild,6,29,0
"00:16:49,000","00:16:50,000",We got back!,happiness,excitement,moderate,3,14,1
"00:16:50,000","00:16:51,000","Are you happy, both?",happiness,curiosity,mild,3,8,0
"00:16:51,000","00:16:52,000",Laughter,happiness,amusement,strong,3,1,2
"00:16:53,000","00:16:54,000",You are happy.,happiness,joy,mild,3,18,0
"00:16:54,000","00:16:55,000",Tranquil.,neutral,neutral,mild,4,22,0
"00:16:57,000","00:16:58,000",Laughter,happiness,amusement,strong,3,1,2
"00:16:58,000","00:16:59,000",I adore.,happiness,love,strong,3,19,2
"00:16:59,000","00:17:02,000","I see Julien and Antoine return from their coaching,",neutral,neutral,mild,4,22,0
"00:17:02,000","00:17:04,000","Hyper smiling, happier than ever.",happiness,joy,strong,3,18,2
"00:17:04,000","00:17:08,000","I say, finally, a coaching where people come happy!",happiness,joy,moderate,3,18,1
"00:17:08,000","00:17:09,000",It was time!,happiness,excitement,strong,3,14,2
"00:17:09,000","00:17:10,000",Sweet music,happiness,joy,mild,3,18,0
"00:17:10,000","00:17:11,000",We arrived.,neutral,neutral,mild,4,22,0
"00:17:12,000","00:17:14,000",There was Lucie who was waiting for us.,neutral,neutral,mild,4,22,0
"00:17:14,000","00:17:16,000",She told me to put myself behind a screen.,anger,annoyance,mild,0,3,0
"00:17:17,000","00:17:19,000",Julie left with a guy.,neutral,neutral,mild,4,22,0
"00:17:19,000","00:17:20,000",Ouh is!,surprise,surprise,mild,6,29,0
"00:17:20,000","00:17:22,000","I hope Lucie is not going to do this to me,",fear,nervousness,mild,2,21,0
"00:17:22,000","00:17:24,000","Otherwise, I'm going to fart a lead.",anger,annoyance,moderate,0,3,1
"00:17:24,000","00:17:25,000","Exercise or not exercise,",happiness,curiosity,mild,3,8,0
"00:17:25,000","00:17:28,000","I don't know how to pretend, I don't know how to hold back.",surprise,confusion,moderate,6,7,1
"00:17:29,000","00:17:30,000",I'm sorry.,sadness,remorse,mild,5,27,0
"00:17:30,000","00:17:33,000",I was not even a party that he had already the Seum.,anger,annoyance,mild,0,3,0
"00:17:33,000","00:17:35,000",I let the exercise be done until the end,neutral,neutral,mild,4,22,0
"00:17:35,000","00:17:38,000",To go and how far she could go to seduction,happiness,curiosity,moderate,3,8,1
"00:17:39,000","00:17:42,000","And above all, I just wanted to have the exercise from start to finish.",happiness,desire,mild,3,9,0
"00:17:42,000","00:17:45,000","If I stopped the thing after 30 seconds,",neutral,neutral,mild,4,22,0
"00:17:45,000","00:17:46,000",It had no interest.,neutral,neutral,mild,4,22,0
"00:17:46,000","00:17:48,000",But he wanted to stop.,happiness,desire,mild,3,9,0
"00:17:52,000","00:17:54,000","Afterwards, we settled with Lucie.",neutral,neutral,mild,4,22,0
"00:17:54,000","00:17:56,000","At that time, I totally fell in love.",happiness,love,strong,3,19,2
"00:17:56,000","00:17:57,000","He cried, my life.",sadness,sadness,strong,5,28,2
"00:17:57,000","00:17:59,000",I am collapsed in tears.,sadness,grief,strong,5,17,2
"00:17:59,000","00:18:00,000",I just cry.,sadness,sadness,strong,5,28,2
"00:18:00,000","00:18:02,000","You just make it stubborn, you.",anger,annoyance,moderate,0,3,1
"00:18:02,000","00:18:03,000",It hurt me.,sadness,sadness,strong,5,28,2
"00:18:03,000","00:18:06,000",It hurts me to see him cry.,sadness,sadness,strong,5,28,2
"00:18:06,000","00:18:08,000","At the same time, it made me happy",happiness,joy,mild,3,18,0
"00:18:08,000","00:18:11,000",Because she was not sure of her feelings towards me.,surprise,confusion,moderate,6,7,1
"00:18:11,000","00:18:13,000",I realized that he was ...,surprise,realization,moderate,6,25,1
"00:18:13,000","00:18:15,000",He too really loved me.,happiness,joy,strong,3,18,2
"00:18:15,000","00:18:18,000",She saw that I had real feelings for her.,surprise,realization,moderate,6,25,1
"00:18:18,000","00:18:21,000",I realized that I am really in love with him,happiness,love,strong,3,19,2
"00:18:21,000","00:18:22,000",And that I really like it.,happiness,love,mild,3,19,0
"00:18:22,000","00:18:23,000",It's too cute.,happiness,admiration,mild,3,0,0
"00:18:24,000","00:18:26,000",They are all very happy for us.,happiness,joy,strong,3,18,2
"00:18:26,000","00:18:28,000",There is only love around us.,happiness,love,strong,3,19,2
"00:18:28,000","00:18:29,000",We don't make the wrong choice.,happiness,optimism,moderate,3,23,1
"00:18:30,000","00:18:32,000","If everyone sees it, it's good for a reason.",happiness,approval,moderate,3,4,1
"00:18:32,000","00:18:35,000",He is my sow and everyone knows.,happiness,pride,moderate,3,24,1
"00:18:35,000","00:18:39,000","It was a difficult exercise, but in any case, it was saving.",happiness,relief,moderate,3,26,1
"00:18:39,000","00:18:41,000",It brought us closer even more,happiness,caring,strong,3,6,2
"00:18:41,000","00:18:44,000",And we realize that we really want to be together.,surprise,realization,strong,6,25,2
"00:18:44,000","00:18:47,000","Julie and Antoine, I find them really cute.",happiness,admiration,mild,3,0,0
"00:18:47,000","00:18:49,000","They love each other with a love, I think, very strong.",happiness,love,strong,3,19,2
"00:18:49,000","00:18:52,000","He has eyes that for her, eyes than for him.",happiness,love,strong,3,19,2
